Temps,Channel A Last (V),Channel B Last (V)
1670856967,1.015,0.091
1670856967,1.014,0.094
1670856967,1.012,0.097
1670856967,1.018,0.101
1670856967,1.017,0.089
1670856967,1.017,0.09
1670856967,1.013,0.092
1670856967,1.012,0.099
1670856967,1.017,0.088
1670856967,1.014,0.097
1670856967,1.017,0.093
1670856968,1.018,0.097
1670856968,1.015,0.094
1670856968,1.014,0.089
1670856968,1.017,0.091
1670856968,1.013,0.088
1670856968,1.015,0.092
1670856968,1.013,0.094
1670856968,1.015,0.093
1670856968,1.017,0.094
1670856968,1.017,0.079
1670856968,1.014,0.097
1670856968,1.016,0.095
1670856968,1.017,0.095
1670856968,1.017,0.092
1670856968,1.015,0.092
1670856968,1.014,0.092
1670856968,1.015,0.094
1670856968,1.016,0.096
1670856968,1.015,0.095
1670856968,1.012,0.088
1670856969,1.014,0.088
1670856969,1.013,0.085
1670856969,1.016,0.091
1670856969,1.019,0.094
1670856969,1.012,0.095
1670856969,1.018,0.1
1670856969,1.014,0.094
1670856969,1.018,0.102
1670856969,1.012,0.086
1670856969,1.016,0.083
1670856969,1.017,0.101
1670856969,1.02,0.098
1670856969,1.017,0.122
1670856969,1.014,0.115
1670856969,1.013,0.081
1670856969,1.019,0.099
1670856969,1.016,0.077
1670856969,1.017,0.081
1670856969,1.015,0.099
1670856969,1.016,0.086
1670856970,1.019,0.075
1670856970,1.015,0.098
1670856970,1.012,0.089
1670856970,1.017,0.064
1670856970,1.017,0.102
1670856970,1.016,0.078
1670856970,1.013,0.096
1670856970,1.016,0.086
1670856970,1.019,0.113
1670856970,1.013,0.08
1670856970,1.011,-0.078
1670856970,1.015,0.081
1670856970,1.015,0.086
1670856970,1.016,0.096
1670856970,1.014,0.089
1670856970,1.019,0.119
1670856970,1.016,0.075
1670856970,1.018,0.13
1670856970,1.015,0.078
1670856970,1.014,0.09
1670856971,1.015,0.083
1670856971,1.016,0.107
1670856971,1.017,0.052
1670856971,1.015,0.082
1670856971,1.016,0.132
1670856971,1.017,0.112
1670856971,1.015,0.076
1670856971,1.018,0.069
1670856971,1.018,0.113
1670856971,1.015,0.108
1670856971,1.021,0.095
1670856971,1.017,0.078
1670856971,1.017,0.109
1670856971,1.012,0.033
1670856971,1.016,0.057
1670856971,1.014,0.086
1670856971,1.018,0.098
1670856971,1.013,0.064
1670856971,1.016,0.099
1670856971,1.017,0.09
1670856972,1.014,0.125
1670856972,1.014,0.065
1670856972,1.015,0.088
1670856972,1.014,0.09
1670856972,1.013,0.104
1670856972,1.015,0.081
1670856972,1.017,0.072
1670856972,1.015,0.104
1670856972,1.016,0.096
1670856972,1.014,0.063
1670856972,1.016,0.089
1670856972,1.026,0.139
1670856972,1.012,0.042
1670856972,1.016,0.1
1670856972,1.013,0.053
1670856972,1.015,0.086
1670856972,1.016,0.065
1670856972,1.014,0.099
1670856972,1.017,0.086
1670856972,1.014,0.086
1670856973,1.014,0.065
1670856973,1.019,0.176
1670856973,1.013,0.055
1670856973,1.015,0.101
1670856973,1.015,0.084
1670856973,1.015,0.088
1670856973,1.016,0.153
1670856973,1.013,0.06
1670856973,1.014,0.085
1670856973,1.015,0.107
1670856973,1.016,0.048
1670856973,1.016,0.062
1670856973,1.01,0.02
1670856973,1.015,0.088
1670856973,1.014,0.086
1670856973,1.016,0.084
1670856973,1.016,0.082
1670856973,1.015,0.058
1670856973,1.014,0.038
1670856973,1.014,0.096
1670856974,1.015,0.103
1670856974,1.015,0.003
1670856974,1.015,0.091
1670856974,1.014,0.093
1670856974,1.021,0.138
1670856974,1.011,0.027
1670856974,1.015,0.11
1670856974,1.014,0.089
1670856974,1.012,0.044
1670856974,1.016,0.065
1670856974,1.016,0.077
1670856974,1.016,0.084
1670856974,1.015,0.109
1670856974,1.016,0.128
1670856974,1.019,0.089
1670856974,1.017,0.11
1670856974,1.016,0.127
1670856974,1.015,0.084
1670856974,1.016,0.098
1670856974,1.017,0.074
1670856975,1.018,0.116
1670856975,1.015,0.095
1670856975,1.014,0.054
1670856975,1.015,0.088
1670856975,1.012,0.07
1670856975,1.015,0.104
1670856975,1.016,0.113
1670856975,1.019,0.102
1670856975,1.018,0.108
1670856975,1.015,0.087
1670856975,1.017,0.107
1670856975,1.014,0.082
1670856975,1.016,0.077
1670856975,1.014,0.071
1670856975,1.014,0.091
1670856975,1.016,0.086
1670856975,1.014,0.093
1670856975,1.013,0.103
1670856975,1.012,0.097
1670856975,1.013,0.094
1670856976,1.018,0.097
1670856976,1.016,0.092
1670856976,1.012,0.08
1670856976,1.016,0.094
1670856976,1.013,0.093
1670856976,1.019,0.093
1670856976,1.015,0.091
1670856976,1.016,0.096
1670856976,1.013,0.096
1670856976,1.016,0.094
1670856976,1.017,0.085
1670856976,1.016,0.094
1670856976,1.013,0.098
1670856976,1.014,0.087
1670856976,1.017,0.1
1670856976,1.015,0.088
1670856976,1.016,0.093
1670856976,1.015,0.097
1670856976,1.018,0.098
1670856976,1.017,0.092
1670856977,1.016,0.089
1670856977,1.015,0.099
1670856977,1.017,0.089
1670856977,1.011,0.086
1670856977,1.016,0.097
1670856977,1.015,0.103
1670856977,1.015,0.092
1670856977,1.015,0.09
1670856977,1.015,0.094
1670856977,1.015,0.1
1670856977,1.015,0.099
1670856977,1.012,0.09
1670856977,1.013,0.093
1670856977,1.015,0.098
1670856977,1.015,0.099
1670856977,1.014,0.088
1670856977,1.015,0.095
1670856977,1.014,0.093
1670856977,1.016,0.094
1670856977,1.017,0.093
1670856978,1.014,0.088
1670856978,1.013,0.095
1670856978,1.015,0.094
1670856978,1.015,0.092
1670856978,1.014,0.087
1670856978,1.016,0.09
1670856978,1.014,0.088
1670856978,1.019,0.081
1670856978,1.019,0.096
1670856978,1.011,0.094
1670856978,1.014,0.086
1670856978,1.012,0.092
1670856978,1.015,0.092
1670856978,1.013,0.097
1670856978,1.016,0.095
1670856978,1.017,0.092
1670856978,1.014,0.086
1670856978,1.017,0.094
1670856978,1.014,0.09
1670856978,1.016,0.093
1670856979,1.017,0.091
1670856979,1.014,0.096
1670856979,1.015,0.097
1670856979,1.014,0.09
1670856979,1.014,0.092
1670856979,1.015,0.101
1670856979,1.013,0.093
1670856979,1.011,0.098
1670856979,1.014,0.096
1670856979,1.011,0.089
1670856979,1.015,0.094
1670856979,1.016,0.099
1670856979,1.016,0.09
1670856979,1.015,0.099
1670856979,1.015,0.093
1670856979,1.018,0.092
1670856979,1.014,0.1
1670856979,1.015,0.092
1670856979,1.009,0.089
1670856979,1.014,0.092
1670856980,1.016,0.09
1670856980,1.015,0.09
1670856980,1.017,0.088
1670856980,1.015,0.089
1670856980,1.015,0.09
1670856980,1.015,0.082
1670856980,1.013,0.084
1670856980,1.015,0.097
1670856980,1.013,0.092
1670856980,1.012,0.097
1670856980,1.013,0.095
1670856980,1.014,0.091
1670856980,1.012,0.099
1670856980,1.015,0.09
1670856980,1.014,0.094
1670856980,1.015,0.093
1670856980,1.013,0.091
1670856980,1.016,0.1
1670856980,1.013,0.091
1670856980,1.013,0.103
1670856981,1.014,0.085
1670856981,1.016,0.087
1670856981,1.015,0.092
1670856981,1.012,0.093
1670856981,1.017,0.086
1670856981,1.016,0.094
1670856981,1.015,0.088
1670856981,1.018,0.084
1670856981,1.017,0.084
1670856981,1.015,0.095
1670856981,1.013,0.082
1670856981,1.016,0.091
1670856981,1.015,0.094
1670856981,1.016,0.086
1670856981,1.015,0.097
1670856981,1.014,0.093
1670856981,1.014,0.091
1670856981,1.014,0.084
1670856981,1.016,0.095
1670856981,1.017,0.088
1670856982,1.014,0.093
1670856982,1.013,0.094
1670856982,1.015,0.101
1670856982,1.013,0.089
1670856982,1.016,0.096
1670856982,1.014,0.085
1670856982,1.017,0.085
1670856982,1.016,0.093
1670856982,1.017,0.097
1670856982,1.017,0.098
1670856982,1.015,0.093
1670856982,1.017,0.092
1670856982,1.015,0.09
1670856982,1.016,0.097
1670856982,1.013,0.098
1670856982,1.014,0.091
1670856982,1.017,0.097
1670856982,1.012,0.094
1670856982,1.016,0.086
1670856982,1.012,0.088
1670856983,1.014,0.086
1670856983,1.015,0.094
1670856983,1.014,0.091
1670856983,1.013,0.085
1670856983,1.015,0.089
1670856983,1.015,0.09
1670856983,1.015,0.087
1670856983,1.017,0.097
1670856983,1.016,0.093
1670856983,1.013,0.09
1670856983,1.016,0.098
1670856983,1.019,0.097
1670856983,1.015,0.091
1670856983,1.014,0.099
1670856983,1.015,0.097
1670856983,1.015,0.088
1670856983,1.011,0.095
1670856983,1.012,0.096
1670856983,1.012,0.097
1670856983,1.014,0.095
1670856984,1.016,0.078
1670856984,1.011,0.087
1670856984,1.014,0.101
1670856984,1.014,0.09
1670856984,1.016,0.09
1670856984,1.016,0.083
1670856984,1.011,0.088
1670856984,1.011,0.088
1670856984,1.014,0.093
1670856984,1.016,0.091
1670856984,1.014,0.09
1670856984,1.016,0.09
1670856984,1.011,0.092
1670856984,1.013,0.094
1670856984,1.014,0.094
1670856984,1.017,0.103
1670856984,1.015,0.089
1670856984,1.018,0.094
1670856984,1.017,0.086
1670856984,1.016,0.094
1670856985,1.012,0.096
1670856985,1.014,0.094
1670856985,1.016,0.09
1670856985,1.015,0.096
1670856985,1.014,0.086
1670856985,1.015,0.096
1670856985,1.013,0.1
1670856985,1.014,0.099
1670856985,1.015,0.099
1670856985,1.016,0.094
1670856985,1.012,0.094
1670856985,1.014,0.08
1670856985,1.014,0.088
1670856985,1.013,0.103
1670856985,1.012,0.088
1670856985,1.016,0.084
1670856985,1.012,0.088
1670856985,1.015,0.085
1670856985,1.015,0.088
1670856985,1.016,0.09
1670856986,1.012,0.096
1670856986,1.017,0.082
1670856986,1.011,0.059
1670856986,1.015,0.074
1670856986,1.017,0.083
1670856986,1.013,0.089
1670856986,1.018,0.096
1670856986,1.018,0.091
1670856986,1.016,0.099
1670856986,1.013,0.052
1670856986,1.012,0.073
1670856986,1.013,0.076
1670856986,1.014,0.092
1670856986,1.016,0.101
1670856986,1.012,0.064
1670856986,1.013,0.101
1670856986,1.016,0.096
1670856986,1.013,0.097
1670856986,1.015,0.091
1670856986,1.013,0.07
1670856987,1.017,0.109
1670856987,1.018,0.103
1670856987,1.016,0.146
1670856987,1.014,0.071
1670856987,1.02,0.13
1670856987,1.016,0.111
1670856987,1.014,0.055
1670856987,1.014,0.105
1670856987,1.016,0.107
1670856987,1.013,0.029
1670856987,1.016,0.127
1670856987,1.014,0.109
1670856987,1.014,0.09
1670856987,1.015,0.048
1670856987,1.012,0.09
1670856987,1.017,0.043
1670856987,1.016,0.093
1670856987,1.019,0.166
1670856987,1.016,0.064
1670856987,1.018,0.068
1670856988,1.012,0.087
1670856988,1.02,0.146
1670856988,1.012,0.097
1670856988,1.014,0.037
1670856988,1.014,0.114
1670856988,1.017,0.118
1670856988,1.02,0.105
1670856988,1.016,0.117
1670856988,1.017,0.068
1670856988,1.015,0.063
1670856988,1.018,0.137
1670856988,1.018,0.117
1670856988,1.013,0.091
1670856988,1.013,0.085
1670856988,1.012,0.106
1670856988,1.012,0.064
1670856988,1.013,0.093
1670856988,1.016,0.07
1670856988,1.016,0.125
1670856988,1.015,0.032
1670856989,1.018,0.132
1670856989,1.013,0.071
1670856989,1.013,0.064
1670856989,1.018,0.094
1670856989,1.017,0.154
1670856989,1.015,0.088
1670856989,1.016,0.108
1670856989,1.017,0.116
1670856989,1.015,0.089
1670856989,1.009,0.16
1670856989,1.013,0.088
1670856989,1.017,0.12
1670856989,1.016,0.122
1670856989,1.014,0.036
1670856989,1.012,0.041
1670856989,1.013,0.064
1670856989,1.018,0.125
1670856989,1.018,0.116
1670856989,1.016,0.093
1670856989,1.017,0.141
1670856990,1.016,0.133
1670856990,1.013,0.107
1670856990,1.019,0.129
1670856990,1.017,0.093
1670856990,1.016,0.079
1670856990,1.014,0.056
1670856990,1.013,0.061
1670856990,1.016,0.128
1670856990,1.018,0.149
1670856990,1.019,0.073
1670856990,1.018,0.13
1670856990,1.015,0.097
1670856990,1.016,0.118
1670856990,1.012,0.082
1670856990,1.014,0.075
1670856990,1.015,0.119
1670856990,1.016,0.061
1670856990,1.015,0.126
1670856990,1.016,0.102
1670856990,1.014,0.067
1670856991,1.016,0.11
1670856991,1.014,0.111
1670856991,1.015,0.102
1670856991,1.016,0.093
1670856991,1.013,0.083
1670856991,1.015,0.101
1670856991,1.018,0.068
1670856991,1.016,0.086
1670856991,1.014,0.051
1670856991,1.015,0.105
1670856991,1.015,0.067
1670856991,1.016,0.095
1670856991,1.018,0.104
1670856991,1.016,0.097
1670856991,1.018,0.097
1670856991,1.016,0.088
1670856991,1.016,0.083
1670856991,1.015,0.092
1670856991,1.017,0.111
1670856991,1.015,0.092
1670856992,1.018,0.106
1670856992,1.017,0.097
1670856992,1.016,0.108
1670856992,1.016,0.089
1670856992,1.016,0.107
1670856992,1.016,0.09
1670856992,1.015,0.084
1670856992,1.017,0.091
1670856992,1.014,0.094
1670856992,1.015,0.093
1670856992,1.015,0.091
1670856992,1.018,0.09
1670856992,1.018,0.099
1670856992,1.015,0.09
1670856992,1.017,0.093
1670856992,1.016,0.094
1670856992,1.013,0.088
1670856992,1.016,0.095
1670856992,1.016,0.087
1670856992,1.018,0.097
1670856993,1.019,0.094
1670856993,1.018,0.102
1670856993,1.018,0.091
1670856993,1.017,0.102
1670856993,1.014,0.089
1670856993,1.015,0.092
1670856993,1.017,0.094
1670856993,1.018,0.095
1670856993,1.013,0.095
1670856993,1.019,0.093
1670856993,1.016,0.09
1670856993,1.013,0.095
1670856993,1.014,0.093
1670856993,1.019,0.093
1670856993,1.016,0.092
1670856993,1.013,0.088
1670856993,1.017,0.093
1670856993,1.013,0.101
1670856993,1.016,0.099
1670856993,1.019,0.088
1670856994,1.011,0.096
1670856994,1.015,0.098
1670856994,1.016,0.094
1670856994,1.014,0.095
1670856994,1.017,0.087
1670856994,1.016,0.091
1670856994,1.015,0.084
1670856994,1.012,0.092
1670856994,1.014,0.093
1670856994,1.011,0.089
1670856994,1.014,0.092
1670856994,1.015,0.098
1670856994,1.012,0.093
1670856994,1.012,0.09
1670856994,1.011,0.094
1670856994,1.014,0.094
1670856994,1.014,0.104
1670856994,1.015,0.096
1670856994,1.015,0.105
1670856994,1.015,0.097
1670856995,1.016,0.093
1670856995,1.014,0.087
1670856995,1.016,0.092
1670856995,1.014,0.096
1670856995,1.018,0.094
1670856995,1.018,0.095
1670856995,1.013,0.097
1670856995,1.017,0.095
1670856995,1.016,0.093
1670856995,1.015,0.093
1670856995,1.016,0.084
1670856995,1.014,0.095
1670856995,1.013,0.094
1670856995,1.015,0.094
1670856995,1.014,0.089
1670856995,1.015,0.096
1670856995,1.015,0.097
1670856995,1.015,0.094
1670856995,1.015,0.086
1670856995,1.01,0.081
1670856996,1.014,0.094
1670856996,1.014,0.101
1670856996,1.014,0.094
1670856996,1.016,0.09
1670856996,1.017,0.091
1670856996,1.016,0.101
1670856996,1.015,0.086
1670856996,1.013,0.093
1670856996,1.016,0.089
1670856996,1.013,0.095
1670856996,1.016,0.092
1670856996,1.013,0.091
1670856996,1.015,0.093
1670856996,1.016,0.088
1670856996,1.016,0.099
1670856996,1.015,0.092
1670856996,1.014,0.09
1670856996,1.02,0.096
1670856996,1.014,0.078
1670856996,1.015,0.14
1670856997,1.011,0.091
1670856997,1.017,0.142
1670856997,1.017,0.081
1670856997,1.017,0.125
1670856997,1.019,0.063
1670856997,1.015,0.092
1670856997,1.015,0.085
1670856997,1.015,0.114
1670856997,1.014,0.084
1670856997,1.016,0.1
1670856997,1.015,0.094
1670856997,1.019,0.108
1670856997,1.014,0.082
1670856997,1.016,0.093
1670856997,1.015,0.097
1670856997,1.015,0.096
1670856997,1.017,0.094
1670856997,1.02,0.098
1670856997,1.015,0.087
1670856997,1.016,0.096
1670856998,1.014,0.089
1670856998,1.015,0.091
1670856998,1.017,0.094
1670856998,1.016,0.091
1670856998,1.018,0.094
1670856998,1.016,0.089
1670856998,1.017,0.092
1670856998,1.012,0.09
1670856998,1.016,0.101
1670856998,1.021,0.096
1670856998,1.015,0.096
1670856998,1.017,0.091
1670856998,1.015,0.094
1670856998,1.015,0.087
1670856998,1.014,0.091
1670856998,1.018,0.095
1670856998,1.015,0.09
1670856998,1.014,0.087
1670856998,1.012,0.074
1670856998,1.014,0.086
1670856999,1.017,0.094
1670856999,1.014,0.092
1670856999,1.016,0.082
1670856999,1.013,0.096
1670856999,1.016,0.089
1670856999,1.012,0.089
1670856999,1.019,0.101
1670856999,1.013,0.095
1670856999,1.016,0.101
1670856999,1.017,0.09
1670856999,1.015,0.084
1670856999,1.016,0.098
1670856999,1.018,0.09
1670856999,1.015,0.091
1670856999,1.015,0.086
1670856999,1.016,0.089
1670856999,1.015,0.09
1670856999,1.015,0.098
1670856999,1.016,0.09
1670856999,1.017,0.094
1670857000,1.016,0.093
1670857000,1.015,0.089
1670857000,1.014,0.1
1670857000,1.019,0.091
1670857000,1.015,0.096
1670857000,1.017,0.093
1670857000,1.014,0.09
1670857000,1.014,0.095
1670857000,1.014,0.091
1670857000,1.01,0.095
1670857000,1.017,0.093
1670857000,1.014,0.088
1670857000,1.015,0.094
1670857000,1.015,0.087
1670857000,1.016,0.095
1670857000,1.019,0.101
1670857000,1.017,0.099
1670857000,1.015,0.094
1670857000,1.015,0.097
1670857000,1.014,0.093
1670857001,1.018,0.09
1670857001,1.015,0.095
1670857001,1.017,0.089
1670857001,1.015,0.099
1670857001,1.017,0.094
1670857001,1.016,0.095
1670857001,1.016,0.096
1670857001,1.017,0.096
1670857001,1.013,0.09
1670857001,1.012,0.095
1670857001,1.014,0.094
1670857001,1.014,0.093
1670857001,1.016,0.085
1670857001,1.017,0.087
1670857001,1.017,0.088
1670857001,1.013,0.086
1670857001,1.019,0.09
1670857001,1.018,0.096
1670857001,1.017,0.09
1670857001,1.017,0.1
1670857002,1.018,0.104
1670857002,1.014,0.064
1670857002,1.016,0.106
1670857002,1.014,0.114
1670857002,1.018,0.086
1670857002,1.019,0.097
1670857002,1.014,0.093
1670857002,1.016,0.113
1670857002,1.017,0.092
1670857002,1.019,0.094
1670857002,1.017,0.114
1670857002,1.017,0.112
1670857002,1.015,0.121
1670857002,1.017,0.088
1670857002,1.765,0.112
1670857002,2.455,0.123
1670857002,2.449,0.087
1670857002,2.45,0.109
1670857002,2.447,0.065
1670857002,2.452,0.125
1670857003,2.455,0.108
1670857003,2.449,0.094
1670857003,2.45,0.078
1670857003,2.455,0.096
1670857003,2.451,0.104
1670857003,2.452,0.103
1670857003,2.453,0.082
1670857003,2.452,0.1
1670857003,2.451,0.077
1670857003,1.994,0.123
1670857003,1.017,0.021
1670857003,1.018,0.088
1670857003,1.016,0.083
1670857003,1.016,0.402
1670857003,1.017,8.213
1670857003,1.019,8.219
1670857003,1.013,8.218
1670857003,1.013,8.21
1670857003,1.012,8.218
1670857003,1.013,8.219
1670857004,1.012,8.216
1670857004,1.013,8.213
1670857004,1.012,8.213
1670857004,1.015,8.211
1670857004,1.013,8.213
1670857004,1.016,8.206
1670857004,1.014,8.207
1670857004,1.017,2.728
1670857004,1.016,0.048
1670857004,1.018,0.094
1670857004,1.017,0.084
1670857004,1.01,0.13
1670857004,1.016,0.121
1670857004,1.017,0.124
1670857004,1.017,0.083
1670857004,1.015,0.082
1670857004,1.014,0.123
1670857004,1.016,0.155
1670857004,1.017,0.132
1670857004,1.821,0.099
1670857005,2.453,0.074
1670857005,2.453,0.105
1670857005,2.452,0.1
1670857005,2.45,0.062
1670857005,2.449,0.119
1670857005,2.448,0.034
1670857005,2.45,0.101
1670857005,2.453,0.134
1670857005,2.45,0.107
1670857005,2.454,0.124
1670857005,2.453,0.121
1670857005,2.446,0.024
1670857005,2.447,0.128
1670857005,2.163,0.137
1670857005,1.017,0.131
1670857005,1.015,0.076
1670857005,1.013,0.049
1670857005,1.017,0.135
1670857005,1.014,3.531
1670857005,1.012,8.219
1670857006,1.011,8.213
1670857006,1.015,8.215
1670857006,1.016,8.208
1670857006,1.015,8.215
1670857006,1.02,8.209
1670857006,1.014,8.217
1670857006,2.334,8.208
1670857006,2.453,8.221
1670857006,2.447,8.212
1670857006,2.448,8.211
1670857006,2.451,8.218
1670857006,2.45,5.439
1670857006,2.451,0.013
1670857006,2.449,0.069
1670857006,2.45,0.117
1670857006,2.45,0.068
1670857006,2.445,0.069
1670857006,2.447,0.106
1670857006,2.452,0.087
1670857006,2.449,0.035
1670857007,2.452,0.108
1670857007,1.136,0.088
1670857007,1.016,0.101
1670857007,1.015,0.113
1670857007,1.016,0.094
1670857007,1.016,3.519
1670857007,1.017,8.207
1670857007,1.01,8.218
1670857007,1.017,8.22
1670857007,1.014,8.217
1670857007,1.016,8.209
1670857007,1.012,8.216
1670857007,1.016,8.224
1670857007,1.019,8.215
1670857007,1.015,8.22
1670857007,1.014,8.222
1670857007,1.018,8.21
1670857007,1.014,8.216
1670857007,1.017,5.149
1670857007,1.015,0.095
1670857008,1.017,0.091
1670857008,1.017,0.114
1670857008,1.017,0.1
1670857008,1.019,0.073
1670857008,1.013,0.078
1670857008,1.013,0.075
1670857008,1.017,0.087
1670857008,1.015,0.089
1670857008,1.015,0.102
1670857008,1.017,0.075
1670857008,1.014,0.086
1670857008,1.013,0.114
1670857008,1.013,0.107
1670857008,1.017,0.124
1670857008,1.017,0.101
1670857008,1.015,0.093
1670857008,1.017,0.094
1670857008,1.016,0.09
1670857008,1.012,0.089
1670857008,1.012,0.082
1670857009,1.015,0.091
1670857009,1.013,0.094
1670857009,1.017,0.095
1670857009,1.013,0.093
1670857009,1.016,0.094
1670857009,1.016,0.093
1670857009,1.018,0.104
1670857009,1.016,0.091
1670857009,1.012,0.089
1670857009,1.012,0.102
1670857009,1.013,0.106
1670857009,1.017,0.092
1670857009,1.013,0.092
1670857009,1.016,0.088
1670857009,1.015,0.09
1670857009,1.017,0.094
1670857009,1.018,0.096
1670857009,1.015,0.098
1670857009,1.012,0.094
1670857009,1.014,0.091
1670857010,1.014,0.087
1670857010,1.016,0.095
1670857010,1.018,0.094
1670857010,1.014,0.095
1670857010,1.018,0.086
1670857010,1.015,0.094
1670857010,1.015,0.096
1670857010,1.019,0.089
1670857010,1.016,0.094
1670857010,1.015,0.093
1670857010,1.015,0.087
1670857010,1.014,0.091
1670857010,1.016,0.09
1670857010,1.013,0.082
1670857010,1.012,0.091
1670857010,1.016,0.093
1670857010,1.016,0.093
1670857010,1.015,0.093
1670857010,1.017,0.089
1670857010,1.016,0.097
1670857011,1.012,0.093
1670857011,1.018,0.095
1670857011,1.018,0.096
1670857011,1.015,0.094
1670857011,1.016,0.084
1670857011,1.012,0.09
1670857011,1.02,0.094
1670857011,1.018,0.09
1670857011,1.014,0.104
1670857011,1.016,0.078
1670857011,1.02,0.089
1670857011,1.013,0.093
1670857011,1.015,0.092
1670857011,1.013,0.094
1670857011,1.015,0.098
1670857011,1.014,0.099
1670857011,1.019,0.082
1670857011,1.015,0.094
1670857011,1.016,0.089
1670857011,1.014,0.094
1670857012,1.016,0.094
1670857012,1.014,0.092
1670857012,1.014,0.09
1670857012,1.016,0.088
1670857012,1.015,0.097
